attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,time_in_role_ratio,time_with_manager_ratio,promotion_recency,role_stagnation,mobility_gap
1,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,1106,4,1,32,3,1,Laboratory Technician,4,Married,4605,1,Y,Yes,15,2,80,1,7,3,4,7,5,0.9999998571428775,0.857142734693895,0.16666666666666666,2,0
1,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107,1,1,37,3,1,Laboratory Technician,3,Divorced,19373,1,Y,No,20,3,80,1,1,0,2,1,0,0.9999990000010001,0.0,1.0,1,0
1,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108,1,1,55,2,1,Research Scientist,2,Single,2993,4,Y,Yes,20,2,80,0,5,0,3,2,2,0.99999950000025,0.99999950000025,0.3333333333333333,0,0
0,Travel_Rarely,469,Research & Development,2,2,Medical,1,1109,4,1,35,3,4,Manager,1,Married,14399,0,Y,No,17,4,80,1,23,3,3,22,13,0.27272726033057904,0.3181818037190089,0.07142857142857142,-7,16
1,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1111,1,1,45,2,1,Laboratory Technician,2,Divorced,7160,1,Y,No,15,1,80,2,1,2,3,1,0,0.0,0.0,1.0,0,1
1,Travel_Frequently,959,Sales,1,4,Other,1,1113,4,1,81,3,2,Sales Executive,3,Single,17251,3,Y,Yes,14,4,80,0,5,4,3,0,0,0.0,0.0,1.0,0,0
0,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114,4,0,30,3,2,Sales Executive,2,Married,13401,0,Y,No,17,3,80,1,4,3,3,3,0,0.6666664444445185,0.6666664444445185,1.0,2,1
0,Non-Travel,697,Research & Development,3,4,Life Sciences,1,1115,3,1,40,2,1,Research Scientist,4,Married,22478,3,Y,No,17,4,80,3,6,2,3,0,0,0.0,0.0,1.0,0,0
0,Non-Travel,1262,Research & Development,1,4,Medical,1,1116,1,1,35,4,4,Manager,4,Single,16154,2,Y,No,22,3,80,0,27,3,2,5,2,0.799999840000032,0.199999960000008,0.3333333333333333,2,1
0,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,2,0,65,2,2,Sales Executive,3,Married,17970,1,Y,No,13,4,80,1,15,2,3,15,4,0.6666666222222252,0.7999999466666703,0.2,6,5
0,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,1118,2,1,87,3,3,Healthcare Representative,2,Single,15322,7,Y,No,19,4,80,0,18,4,3,8,4,0.7499999062500118,0.0,0.2,2,2
0,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,3,1,73,2,3,Sales Executive,3,Divorced,5569,0,Y,Yes,14,2,80,2,9,2,3,8,2,0.8749998906250137,0.8749998906250137,0.3333333333333333,5,1
0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,1120,3,0,93,3,1,Research Scientist,4,Divorced,26968,4,Y,No,22,1,80,1,11,1,3,7,1,0.7142856122449125,0.9999998571428775,0.5,4,2
0,Travel_Rarely,950,Research & Development,3,3,Medical,1,1121,4,0,93,3,3,Manufacturing Director,2,Divorced,8039,0,Y,No,17,2,80,3,10,3,2,9,1,0.7777776913580343,0.7777776913580343,0.5,6,2
0,Travel_Rarely,406,Sales,3,1,Marketing,1,1124,1,1,52,3,4,Manager,3,Married,15596,3,Y,No,12,4,80,1,23,3,3,12,4,0.7499999375000053,0.7499999375000053,0.2,5,3
0,Travel_Rarely,130,Sales,2,2,Marketing,1,1125,4,1,32,3,3,Sales Executive,2,Single,20619,7,Y,No,16,3,80,0,10,2,3,1,0,0.0,0.0,1.0,0,1
0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126,3,0,83,3,3,Manufacturing Director,1,Married,11535,8,Y,No,11,3,80,1,18,1,3,8,0,0.8749998906250137,0.12499998437500197,1.0,7,1
1,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127,1,1,84,3,4,Healthcare Representative,4,Divorced,13547,7,Y,No,11,4,80,3,21,4,3,18,11,0.3888888672839518,0.27777776234567986,0.08333333333333333,-4,11
0,Travel_Rarely,1308,Research & Development,14,3,Medical,1,1128,3,1,44,2,5,Research Director,3,Single,17544,1,Y,No,14,1,80,0,21,2,4,20,4,0.34999998250000086,0.4499999775000011,0.2,3,13
0,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,1131,4,0,70,2,1,Research Scientist,2,Single,25326,1,Y,Yes,11,3,80,0,2,6,4,2,2,0.99999950000025,0.99999950000025,0.3333333333333333,0,0
0,Non-Travel,439,Research & Development,9,3,Life Sciences,1,1132,3,1,70,3,2,Laboratory Technician,2,Single,8770,9,Y,No,15,3,80,0,9,2,2,5,0,0.799999840000032,0.599999880000024,1.0,4,1
0,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1,1,78,3,2,Manufacturing Director,4,Single,23238,2,Y,No,20,1,80,0,18,0,3,11,0,0.8181817438016598,0.8181817438016598,1.0,9,2
0,Travel_Frequently,793,Sales,20,3,Life Sciences,1,1135,3,1,67,4,1,Sales Representative,4,Married,21981,0,Y,No,12,1,80,1,3,4,3,2,2,0.99999950000025,0.99999950000025,0.3333333333333333,0,0
0,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1136,1,1,67,2,1,Research Scientist,2,Married,19911,0,Y,No,17,1,80,0,6,2,1,5,0,0.599999880000024,0.799999840000032,1.0,3,2
0,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,4,1,54,3,2,Sales Executive,4,Divorced,18500,1,Y,No,11,4,80,1,5,3,3,5,0,0.399999920000016,0.399999920000016,1.0,2,3
0,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,4,1,56,2,4,Sales Executive,2,Married,11879,6,Y,No,17,2,80,1,22,3,3,9,2,0.8888887901234679,0.33333329629630043,0.3333333333333333,6,1
0,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140,4,1,95,3,2,Manufacturing Director,3,Single,15834,2,Y,No,11,4,80,0,5,3,2,3,0,0.6666664444445185,0.6666664444445185,1.0,2,1
0,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,4,0,61,3,1,Research Scientist,2,Divorced,17940,0,Y,No,14,4,80,2,8,2,2,7,1,0.7142856122449125,0.1428571224489825,0.5,4,2
0,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148,2,1,56,1,2,Laboratory Technician,4,Single,9558,4,Y,No,19,1,80,0,16,3,3,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150,2,1,79,2,2,Manufacturing Director,4,Married,17689,1,Y,Yes,15,3,80,1,10,2,2,10,1,0.699999930000007,0.19999998000000202,0.5,6,3
0,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152,3,1,37,4,1,Human Resources,3,Married,6004,1,Y,No,13,4,80,1,7,2,4,7,5,0.857142734693895,0.0,0.16666666666666666,1,1
0,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154,3,1,39,2,1,Research Scientist,3,Divorced,22088,1,Y,Yes,14,4,80,1,3,2,3,3,0,0.33333322222225925,0.6666664444445185,1.0,1,2
1,Non-Travel,247,Research & Development,8,1,Medical,1,1156,3,1,80,3,1,Laboratory Technician,3,Single,13556,1,Y,No,12,4,80,0,0,0,3,0,0,0.0,0.0,1.0,0,0
1,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,0,77,3,2,Sales Executive,1,Single,18385,0,Y,Yes,17,1,80,0,6,3,3,5,0,0.399999920000016,0.599999880000024,1.0,2,3
0,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158,2,1,46,3,1,Laboratory Technician,4,Married,9051,3,Y,Yes,11,1,80,1,6,4,3,1,0,0.0,0.0,1.0,0,1
1,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3,1,72,3,1,Laboratory Technician,3,Married,6233,1,Y,No,12,3,80,1,2,5,2,2,2,0.99999950000025,0.99999950000025,0.3333333333333333,0,0
0,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,0,52,2,2,Healthcare Representative,4,Divorced,17171,7,Y,No,13,3,80,2,9,2,3,6,1,0.33333327777778704,0.49999991666668053,0.5,1,4
0,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,4,1,55,2,1,Research Scientist,3,Married,7950,1,Y,No,13,3,80,1,4,0,3,4,2,0.49999987500003124,0.49999987500003124,0.3333333333333333,0,2
0,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,2,0,70,3,2,Sales Executive,3,Married,5829,1,Y,No,20,1,80,0,6,3,2,6,1,0.8333331944444675,0.49999991666668053,0.5,4,1
0,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,3,1,100,3,1,Human Resources,3,Single,7108,1,Y,No,17,2,80,0,6,2,1,5,1,0.799999840000032,0.799999840000032,0.5,3,1
1,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,4,0,45,2,3,Sales Executive,1,Married,11162,1,Y,No,13,1,80,1,11,3,1,11,3,0.7272726611570308,0.9090908264462886,0.25,5,3
0,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166,2,0,88,3,3,Research Director,3,Single,13782,9,Y,No,17,3,80,0,20,3,2,18,2,0.3888888672839518,0.7222221820987677,0.3333333333333333,5,11
1,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167,3,1,44,3,4,Sales Executive,1,Single,2447,0,Y,Yes,12,2,80,0,22,2,2,21,13,0.4285714081632663,0.6666666349206364,0.07142857142857142,-4,12
0,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,2,1,45,3,2,Sales Executive,1,Single,2253,7,Y,No,13,4,80,0,9,3,4,6,1,0.6666665555555741,0.8333331944444675,0.5,3,2
0,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172,4,1,58,2,1,Laboratory Technician,3,Married,16340,6,Y,No,12,2,80,1,10,2,3,8,1,0.0,0.8749998906250137,0.5,-1,8
0,Travel_Rarely,477,Research & Development,24,3,Medical,1,1173,4,1,49,3,1,Laboratory Technician,2,Single,6409,8,Y,No,22,4,80,0,6,2,3,4,1,0.7499998125000469,0.49999987500003124,0.5,2,1
1,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1,1175,3,0,79,3,1,Laboratory Technician,4,Married,22955,1,Y,Yes,11,4,80,0,1,4,2,1,0,0.9999990000010001,0.0,1.0,1,0
0,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1,1,82,4,1,Laboratory Technician,4,Married,13421,1,Y,No,22,2,80,1,8,2,3,8,0,0.8749998906250137,0.8749998906250137,1.0,7,1
0,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3,1,72,2,2,Sales Executive,3,Married,2706,1,Y,No,18,1,80,1,10,3,3,10,1,0.299999970000003,0.39999996000000404,0.5,2,7
0,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180,3,0,92,2,2,Research Scientist,4,Married,21203,3,Y,Yes,13,4,80,1,16,3,1,1,0,0.9999990000010001,0.0,1.0,1,0
0,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182,3,1,44,2,3,Manufacturing Director,2,Divorced,19588,2,Y,No,18,2,80,1,15,2,4,7,6,0.9999998571428775,0.57142848979593,0.14285714285714285,1,0
0,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184,4,1,97,2,2,Healthcare Representative,1,Single,25755,0,Y,No,20,3,80,0,14,3,3,13,4,0.6923076390532585,0.6923076390532585,0.2,5,4
0,Travel_Frequently,636,Research & Development,4,4,Other,1,1185,4,1,47,2,1,Laboratory Technician,4,Married,26537,1,Y,No,13,2,80,1,2,2,4,2,2,0.99999950000025,0.99999950000025,0.3333333333333333,0,0
1,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188,1,0,85,1,2,Sales Executive,3,Single,9489,8,Y,No,13,2,80,0,7,2,2,4,1,0.7499998125000469,0.7499998125000469,0.5,2,1
0,Non-Travel,862,Sales,2,1,Life Sciences,1,1190,3,0,76,3,1,Sales Representative,1,Divorced,14947,1,Y,No,12,3,80,3,1,3,3,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,1191,4,0,92,3,5,Manager,1,Divorced,18575,4,Y,No,13,4,80,1,28,2,3,5,4,0.399999920000016,0.399999920000016,0.2,-2,3
0,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,2,0,54,3,1,Laboratory Technician,4,Married,26342,1,Y,No,13,1,80,1,10,5,3,10,0,0.7999999200000081,0.7999999200000081,1.0,8,2
0,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193,3,1,54,3,1,Research Scientist,1,Single,7172,1,Y,No,25,3,80,0,1,4,3,1,0,0.9999990000010001,0.0,1.0,1,0
0,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,1,0,83,3,1,Research Scientist,3,Married,20100,4,Y,Yes,19,3,80,1,7,2,2,3,0,0.6666664444445185,0.6666664444445185,1.0,2,1
0,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,1196,4,0,56,2,2,Manufacturing Director,4,Married,9961,1,Y,No,13,2,80,1,14,2,2,14,3,0.5714285306122479,0.7857142295918408,0.25,5,6
0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1198,1,1,87,2,1,Laboratory Technician,3,Single,12828,1,Y,No,12,1,80,0,2,2,2,2,1,0.99999950000025,0.99999950000025,0.5,1,0
1,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,3,1,96,3,1,Research Scientist,3,Single,10826,1,Y,Yes,11,3,80,0,6,4,3,6,0,0.6666665555555741,0.33333327777778704,1.0,4,2
0,Travel_Rarely,1223,Research & Development,7,2,Medical,1,1201,4,0,50,3,5,Manager,3,Divorced,18640,3,Y,No,18,2,80,1,26,6,3,7,4,0.9999998571428775,0.9999998571428775,0.2,3,0
0,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,1202,2,0,69,1,1,Research Scientist,4,Married,26933,0,Y,Yes,18,1,80,1,6,2,2,5,1,0.799999840000032,0.599999880000024,0.5,3,1
1,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,1203,3,1,48,2,1,Research Scientist,4,Married,4223,0,Y,Yes,11,2,80,1,1,5,3,0,0,0.0,0.0,1.0,0,0
0,Travel_Rarely,1402,Sales,2,3,Marketing,1,1204,3,0,69,3,4,Manager,1,Married,24097,8,Y,No,23,1,80,0,28,2,3,26,15,0.5769230547337286,0.3461538328402372,0.0625,0,11
0,Non-Travel,111,Research & Development,17,3,Life Sciences,1,1206,4,1,74,1,1,Research Scientist,3,Single,4279,2,Y,No,13,4,80,0,6,3,3,0,0,0.0,0.0,1.0,0,0
0,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,1207,2,1,99,3,1,Human Resources,3,Married,8429,1,Y,No,13,4,80,1,5,2,3,5,1,0.799999840000032,0.799999840000032,0.5,3,1
1,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1210,1,1,95,2,1,Research Scientist,1,Divorced,20293,6,Y,No,17,1,80,1,5,2,1,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211,3,1,61,3,2,Sales Executive,1,Divorced,13192,8,Y,No,19,3,80,3,8,3,3,4,0,0.7499998125000469,0.7499998125000469,1.0,3,1
0,Travel_Frequently,1184,Sales,2,4,Medical,1,1212,2,1,62,3,2,Sales Executive,2,Married,25440,5,Y,No,12,4,80,3,5,2,3,0,0,0.0,0.0,1.0,0,0
0,Travel_Frequently,1421,Research & Development,2,3,Medical,1,1215,4,0,30,3,4,Manager,1,Married,9490,2,Y,No,22,3,80,1,32,3,3,2,2,0.99999950000025,0.99999950000025,0.3333333333333333,0,0
0,Travel_Rarely,1179,Research & Development,19,4,Medical,1,1216,4,1,78,2,1,Laboratory Technician,1,Married,12449,1,Y,No,12,3,80,3,6,2,3,6,3,0.8333331944444675,0.49999991666668053,0.25,2,1
0,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,1217,4,1,52,3,5,Research Director,2,Married,10849,5,Y,No,11,1,80,1,25,2,3,4,0,0.49999987500003124,0.7499998125000469,1.0,2,2
0,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218,3,1,94,3,2,Sales Executive,1,Married,21026,3,Y,Yes,15,4,80,3,15,2,3,7,1,0.9999998571428775,0.9999998571428775,0.5,6,0
1,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,1219,4,0,97,3,1,Laboratory Technician,2,Married,3372,1,Y,No,13,1,80,1,1,3,1,1,0,0.0,0.0,1.0,0,1
0,Travel_Frequently,1146,Sales,25,3,Medical,1,1220,2,0,82,3,2,Sales Executive,3,Married,4905,1,Y,No,12,1,80,1,10,3,2,10,0,0.699999930000007,0.09999999000000101,1.0,7,3
0,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,1,60,1,1,Laboratory Technician,3,Divorced,6865,1,Y,No,14,3,80,1,7,4,3,7,1,0.9999998571428775,0.9999998571428775,0.5,6,0
0,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,3,1,49,3,2,Laboratory Technician,3,Divorced,11309,1,Y,No,13,1,80,3,10,4,2,10,8,0.699999930000007,0.8999999100000091,0.1111111111111111,-1,3
0,Travel_Rarely,200,Research & Development,29,4,Other,1,1225,4,1,32,3,2,Research Scientist,4,Single,7744,1,Y,No,25,2,80,0,20,3,3,20,13,0.5499999725000013,0.8499999575000021,0.07142857142857142,-2,9
0,Travel_Rarely,654,Sales,21,3,Marketing,1,1226,3,1,43,4,1,Sales Representative,4,Single,5050,1,Y,No,17,4,80,0,2,2,3,2,2,0.499999750000125,0.99999950000025,0.3333333333333333,-1,1
0,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4,1,60,3,2,Manufacturing Director,4,Divorced,17433,2,Y,No,11,3,80,1,12,3,2,6,1,0.49999991666668053,0.6666665555555741,0.5,2,3
0,Non-Travel,179,Human Resources,2,5,Medical,1,1231,4,1,79,4,2,Human Resources,1,Married,12858,7,Y,No,16,1,80,1,10,3,4,4,0,0.7499998125000469,0.7499998125000469,1.0,3,1
0,Travel_Rarely,696,Sales,7,4,Marketing,1,1233,2,1,52,4,2,Sales Executive,4,Divorced,10893,0,Y,Yes,18,2,80,1,12,3,3,11,1,0.636363578512402,0.8181817438016598,0.5,6,4
0,Travel_Frequently,116,Research & Development,13,3,Other,1,1234,3,0,77,2,1,Laboratory Technician,2,Married,7331,1,Y,No,20,3,80,1,2,2,3,2,2,0.99999950000025,0.99999950000025,0.3333333333333333,0,0
0,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,1235,4,0,38,3,2,Research Scientist,3,Single,2338,4,Y,Yes,14,4,80,0,10,2,3,8,0,0.8749998906250137,0.8749998906250137,1.0,7,1
0,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,3,0,77,1,3,Manufacturing Director,1,Divorced,4235,2,Y,Yes,21,3,80,1,17,2,3,7,7,0.9999998571428775,0.9999998571428775,0.125,0,0
0,Travel_Rarely,117,Research & Development,9,3,Medical,1,1238,1,1,60,3,1,Research Scientist,4,Married,6311,0,Y,No,13,2,80,1,15,5,3,14,4,0.7142856632653098,0.7142856632653098,0.2,6,4
0,Travel_Rarely,107,Sales,10,3,Technical Degree,1,1239,2,0,84,2,2,Sales Executive,2,Divorced,11591,7,Y,No,12,2,80,1,7,2,4,5,1,0.199999960000008,0.599999880000024,0.5,0,4
0,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,1240,3,1,57,3,2,Sales Executive,4,Single,20623,0,Y,No,14,2,80,0,5,4,3,4,1,0.7499998125000469,0.24999993750001562,0.5,2,1
0,Travel_Rarely,1465,Research & Development,1,3,Medical,1,1241,4,1,63,3,1,Research Scientist,2,Married,9369,0,Y,Yes,21,1,80,1,12,2,3,11,5,0.8181817438016598,0.636363578512402,0.16666666666666666,4,2
0,Travel_Frequently,458,Research & Development,26,5,Medical,1,1242,1,0,60,3,3,Research Director,1,Married,23281,3,Y,Yes,17,3,80,0,20,6,3,1,0,0.0,0.0,1.0,0,1
0,Non-Travel,1212,Sales,8,2,Marketing,1,1243,3,0,78,2,3,Sales Executive,4,Married,13755,4,Y,Yes,11,2,80,1,16,6,2,13,4,0.15384614201183525,0.9230768520710114,0.2,-2,11
0,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244,1,1,42,3,1,Research Scientist,1,Married,14377,1,Y,Yes,14,4,80,2,9,3,2,9,6,0.7777776913580343,0.8888887901234679,0.14285714285714285,1,2
0,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,1245,4,0,53,3,3,Manufacturing Director,3,Divorced,9659,7,Y,No,17,1,80,1,33,2,1,5,1,0.799999840000032,0.799999840000032,0.5,3,1
0,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246,1,0,72,4,1,Research Scientist,4,Married,19982,1,Y,No,13,4,80,1,10,5,3,10,7,0.499999950000005,0.699999930000007,0.125,-2,5
1,Non-Travel,504,Research & Development,10,3,Medical,1,1248,1,0,96,2,1,Research Scientist,2,Single,6148,1,Y,Yes,25,2,80,0,1,2,4,1,0,0.9999990000010001,0.0,1.0,1,0
0,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249,1,0,97,3,1,Research Scientist,4,Divorced,5598,1,Y,No,15,1,80,3,3,5,3,3,1,0.6666664444445185,0.6666664444445185,0.5,1,1
0,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,1250,4,1,85,3,4,Research Director,4,Married,23474,3,Y,No,14,1,80,0,36,2,3,10,0,0.8999999100000091,0.8999999100000091,1.0,9,1
0,Travel_Rarely,1332,Research & Development,11,2,Medical,1,1251,3,1,80,3,2,Healthcare Representative,1,Married,17089,1,Y,Yes,12,4,80,0,6,2,2,6,0,0.8333331944444675,0.16666663888889352,1.0,5,1
0,Travel_Rarely,1062,Research & Development,24,3,Medical,1,1252,3,0,96,2,2,Healthcare Representative,1,Single,17198,1,Y,No,19,2,80,0,10,2,3,10,1,0.8999999100000091,0.7999999200000081,0.5,8,1
0,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254,3,0,48,2,2,Sales Executive,4,Single,16490,5,Y,No,17,4,80,0,13,2,3,6,0,0.16666663888889352,0.8333331944444675,1.0,1,5
0,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,1255,3,1,96,1,5,Research Director,4,Married,18625,3,Y,No,14,2,80,1,25,2,3,8,0,0.8749998906250137,0.8749998906250137,1.0,7,1
0,Travel_Rarely,1098,Research & Development,4,2,Medical,1,1256,1,1,85,2,5,Manager,3,Married,12124,2,Y,No,13,3,80,1,23,2,4,1,0,0.0,0.0,1.0,0,1
0,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3,1,46,3,1,Research Scientist,2,Married,9256,1,Y,No,12,3,80,0,12,2,2,11,0,0.9090908264462886,0.636363578512402,1.0,10,1
0,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,4,1,76,4,1,Laboratory Technician,2,Single,16620,5,Y,No,11,3,80,0,7,4,2,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,1,1,76,3,1,Research Scientist,3,Divorced,3208,1,Y,No,11,2,80,3,5,2,3,5,0,0.599999880000024,0.599999880000024,1.0,3,2
0,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,3,1,82,3,2,Healthcare Representative,4,Divorced,4204,1,Y,Yes,11,2,80,2,6,2,3,6,1,0.0,0.0,0.5,-1,6
0,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,1263,4,1,76,2,5,Research Director,4,Single,8733,6,Y,No,12,3,80,0,25,3,4,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264,4,0,87,2,4,Research Director,4,Divorced,3423,3,Y,No,14,2,80,2,9,2,2,7,1,0.9999998571428775,0.9999998571428775,0.5,6,0
0,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,1265,3,0,89,4,1,Research Scientist,3,Married,21643,0,Y,No,17,4,80,0,2,5,2,1,0,0.0,0.0,1.0,0,1
0,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,2,1,88,3,5,Manager,2,Married,8751,7,Y,No,11,3,80,1,26,5,3,22,3,0.4090908904958686,0.4545454338842984,0.25,6,13
0,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,1,82,4,3,Sales Executive,3,Divorced,21708,0,Y,Yes,14,4,80,2,10,3,3,9,0,0.8888887901234679,0.8888887901234679,1.0,8,1
0,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269,2,0,57,4,1,Research Scientist,4,Single,21221,1,Y,Yes,12,4,80,0,1,2,3,1,0,0.0,0.9999990000010001,1.0,0,1
0,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,1270,4,1,47,3,1,Research Scientist,3,Married,16901,1,Y,No,22,4,80,1,1,2,3,1,0,0.0,0.9999990000010001,1.0,0,1
1,Travel_Frequently,599,Sales,24,1,Life Sciences,1,1273,3,1,73,1,1,Sales Representative,4,Single,8040,1,Y,Yes,14,4,80,0,1,4,3,1,1,0.0,0.0,0.5,-1,1
0,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,1275,3,1,53,3,1,Research Scientist,4,Single,9973,1,Y,Yes,20,2,80,0,8,2,2,8,2,0.6249999218750099,0.24999996875000394,0.3333333333333333,3,3
1,Travel_Rarely,1449,Sales,2,3,Marketing,1,1277,1,0,94,1,5,Manager,2,Single,2493,2,Y,Yes,16,1,80,0,26,2,3,24,1,0.41666664930555625,0.4583333142361119,0.5,9,14
0,Non-Travel,177,Research & Development,8,1,Medical,1,1278,4,1,37,2,4,Healthcare Representative,2,Divorced,25592,1,Y,Yes,15,4,80,1,34,3,3,33,15,0.2727272644628102,0.0,0.0625,-6,24
1,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,1279,1,0,45,2,1,Laboratory Technician,3,Single,25308,1,Y,No,20,3,80,0,2,2,1,2,2,0.99999950000025,0.99999950000025,0.3333333333333333,0,0
0,Travel_Rarely,168,Sales,4,2,Marketing,1,1280,4,0,33,2,5,Manager,2,Married,9946,2,Y,No,14,3,80,1,26,2,3,11,0,0.3636363305785154,0.7272726611570308,1.0,4,7
0,Travel_Rarely,131,Sales,2,3,Marketing,1,1281,3,0,86,3,2,Sales Executive,1,Single,6039,0,Y,Yes,12,4,80,0,4,3,3,3,0,0.6666664444445185,0.6666664444445185,1.0,2,1
0,Travel_Frequently,237,Sales,9,3,Life Sciences,1,1282,4,1,83,3,5,Manager,2,Divorced,19196,4,Y,Yes,24,1,80,1,31,5,2,29,11,0.3448275743162905,0.3448275743162905,0.08333333333333333,-1,19
0,Travel_Rarely,1429,Research & Development,18,4,Medical,1,1283,4,1,67,3,3,Manufacturing Director,4,Single,20002,6,Y,No,12,4,80,0,25,6,2,9,5,0.7777776913580343,0.44444439506173394,0.16666666666666666,2,2
0,Travel_Frequently,135,Research & Development,19,3,Medical,1,1285,3,0,46,3,2,Laboratory Technician,2,Divorced,22534,4,Y,No,13,3,80,2,15,2,4,11,5,0.7272726611570308,0.9090908264462886,0.16666666666666666,3,3
